"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","819","forestDetails","All Test Suite","Wed May 14 13:58:15 IST 2025","passed","Wed May 14 13:58:16 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","forestDetails"
"","523","GetAllUserData","All Test Suite","Wed May 14 13:56:56 IST 2025","passed","Wed May 14 13:56:57 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetAllUserData"
"","2812","transactionLedger","All Test Suite","Wed May 14 13:57:29 IST 2025","passed","Wed May 14 13:57:32 IST 2025","Tests.Cluster_Accounting","C:/Users/hp/IdeaProjects/untitled6","Tests.Cluster_Accounting","transactionLedger"
"","17899","giftAble","All Test Suite","Wed May 14 13:57:54 IST 2025","passed","Wed May 14 13:58:12 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","giftAble"
"","8430","Squads","All Test Suite","Wed May 14 13:57:19 IST 2025","passed","Wed May 14 13:57:27 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","Squads"
"","157","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","1324","clusterTrend","All Test Suite","Mon May 26 18:31:24 IST 2025","passed","Mon May 26 18:31:25 IST 2025","Tests.SacredGroves_Sutra_APIs","C:/Users/hp/IdeaProjects/untitled6","Tests.SacredGroves_Sutra_APIs","clusterTrend"
"","191","BestAQIDetails","All Test Suite","Wed May 14 13:57:37 IST 2025","passed","Wed May 14 13:57:37 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","BestAQIDetails"
"","300","mapCluster","All Test Suite","Mon May 26 18:31:26 IST 2025","broken","Mon May 26 18:31:26 IST 2025","Tests.SacredGroves_Sutra_APIs","C:/Users/hp/IdeaProjects/untitled6","Tests.SacredGroves_Sutra_APIs","mapCluster"
"","1719","GetParticularUserDetails","All Test Suite","Wed May 14 13:57:01 IST 2025","passed","Wed May 14 13:57:03 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","GetParticularUserDetails"
"","656","getCity","All Test Suite","Wed May 14 13:58:19 IST 2025","passed","Wed May 14 13:58:20 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","getCity"
"","577","Users","All Test Suite","Wed May 14 13:56:53 IST 2025","passed","Wed May 14 13:56:53 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","Users"
"","265","GetMapsAPI","All Test Suite","Wed May 14 13:58:13 IST 2025","passed","Wed May 14 13:58:13 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","GetMapsAPI"
"","605","Users","All Test Suite","Tue May 13 18:20:09 IST 2025","failed","Tue May 13 18:20:09 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","Users"
"","320","clusterStatus","All Test Suite","Wed May 14 13:57:29 IST 2025","passed","Wed May 14 13:57:29 IST 2025","Tests.Cluster_Accounting","C:/Users/hp/IdeaProjects/untitled6","Tests.Cluster_Accounting","clusterStatus"
"","690","GetAllUsersWithAmount","All Test Suite","Wed May 14 13:57:00 IST 2025","passed","Wed May 14 13:57:01 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","GetAllUsersWithAmount"
"","975","GetAllUsers","All Test Suite","Wed May 14 13:56:59 IST 2025","passed","Wed May 14 13:57:00 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","GetAllUsers"
"","9647","clusterDetails","All Test Suite","Mon May 26 18:31:14 IST 2025","passed","Mon May 26 18:31:24 IST 2025","Tests.SacredGroves_Sutra_APIs","C:/Users/hp/IdeaProjects/untitled6","Tests.SacredGroves_Sutra_APIs","clusterDetails"
"","296","getGiftSend","All Test Suite","Wed May 14 13:58:12 IST 2025","passed","Wed May 14 13:58:12 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","getGiftSend"
"","154","WorstAQIDetails","All Test Suite","Wed May 14 13:57:37 IST 2025","passed","Wed May 14 13:57:37 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","WorstAQIDetails"
"","1676","OwnershipDetails","All Test Suite","Wed May 14 13:57:35 IST 2025","passed","Wed May 14 13:57:36 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","OwnershipDetails"
"","379","usersDetails","All Test Suite","Wed May 14 13:56:50 IST 2025","passed","Wed May 14 13:56:51 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","usersDetails"
"","106","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","3646","POST","All Test Suite","Tue May 13 18:20:44 IST 2025","passed","Tue May 13 18:20:48 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","123","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","332","cluster_ownership_details_by_forest","All Test Suite","Wed May 14 13:57:34 IST 2025","passed","Wed May 14 13:57:34 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","cluster_ownership_details_by_forest"
"","134","AvailableClusters","All Test Suite","Wed May 14 13:57:37 IST 2025","passed","Wed May 14 13:57:37 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","AvailableClusters"
"","108","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","failed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","150","CheckGiftingEligibility","All Test Suite","Wed May 14 13:57:32 IST 2025","passed","Wed May 14 13:57:32 IST 2025","Tests.Cluster_Accounting","C:/Users/hp/IdeaProjects/untitled6","Tests.Cluster_Accounting","CheckGiftingEligibility"
"","99","POST","All Test Suite","Tue May 13 18:20:44 IST 2025","failed","Tue May 13 18:20:44 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","115","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","543","Cards","All Test Suite","Wed May 14 13:57:54 IST 2025","passed","Wed May 14 13:57:54 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","Cards"
"","391","Use","All Test Suite","Wed May 14 13:57:33 IST 2025","passed","Wed May 14 13:57:34 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","Use"
"","144","GetUserType","All Test Suite","Wed May 14 13:56:56 IST 2025","passed","Wed May 14 13:56:56 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserType"
"","550","HoldingsLedger","All Test Suite","Wed May 14 13:57:32 IST 2025","passed","Wed May 14 13:57:33 IST 2025","Tests.Cluster_Accounting","C:/Users/hp/IdeaProjects/untitled6","Tests.Cluster_Accounting","HoldingsLedger"
"","606","Users","All Test Suite","Wed May 14 13:56:54 IST 2025","passed","Wed May 14 13:56:55 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","Users"
"","294","TotalClustersListOfGuardians","All Test Suite","Wed May 14 13:57:35 IST 2025","passed","Wed May 14 13:57:35 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","TotalClustersListOfGuardians"
"","259","squadClusters","All Test Suite","Wed May 14 13:58:13 IST 2025","passed","Wed May 14 13:58:13 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","squadClusters"
"","350","Users","All Test Suite","Wed May 14 13:57:33 IST 2025","passed","Wed May 14 13:57:33 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","Users"
"","1695","getCountry","All Test Suite","Wed May 14 13:58:16 IST 2025","passed","Wed May 14 13:58:17 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","getCountry"
"","14790","GiftSgcs","All Test Suite","Wed May 14 13:57:39 IST 2025","passed","Wed May 14 13:57:54 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","GiftSgcs"
"","443","transactionLedger","All Test Suite","Wed May 14 13:58:20 IST 2025","passed","Wed May 14 13:58:20 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","transactionLedger"
"","254","GetUserDetails","All Test Suite","Wed May 14 13:56:55 IST 2025","passed","Wed May 14 13:56:56 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserDetails"
"","160","GetUser","All Test Suite","Wed May 14 13:56:58 IST 2025","passed","Wed May 14 13:56:58 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUser"
"","262","usersDetails","All Test Suite","Wed May 14 13:57:39 IST 2025","passed","Wed May 14 13:57:39 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","usersDetails"
"","16291","activities","All Test Suite","Wed May 14 13:57:03 IST 2025","passed","Wed May 14 13:57:19 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","activities"
"","589","Users","All Test Suite","Wed May 14 13:56:53 IST 2025","passed","Wed May 14 13:56:54 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","Users"
"","1021","GetUserHistory","All Test Suite","Wed May 14 13:56:57 IST 2025","passed","Wed May 14 13:56:58 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserHistory"
"","175","GetUserLevels","All Test Suite","Wed May 14 13:56:57 IST 2025","passed","Wed May 14 13:56:57 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserLevels"
