"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","656","getCity","All Test Suite","Wed May 14 13:58:19 IST 2025","passed","Wed May 14 13:58:20 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","getCity"
"","259","squadClusters","All Test Suite","Wed May 14 13:58:13 IST 2025","passed","Wed May 14 13:58:13 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","squadClusters"
"","115","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","191","BestAQIDetails","All Test Suite","Wed May 14 13:57:37 IST 2025","passed","Wed May 14 13:57:37 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","BestAQIDetails"
"","116","getStates","All Test Suite","Wed May 14 13:58:13 IST 2025","passed","Wed May 14 13:58:13 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","getStates"
"","0","mapCluster","All Test Suite","Mon May 26 16:48:04 IST 2025","skipped","Mon May 26 16:48:04 IST 2025","Tests.SacredGroves_Sutra_APIs","C:/Users/hp/IdeaProjects/untitled6","Tests.SacredGroves_Sutra_APIs","mapCluster"
"","713","GlobalIndicator","All Test Suite","Wed May 14 13:57:37 IST 2025","passed","Wed May 14 13:57:38 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","GlobalIndicator"
"","153","GetUserInterests","All Test Suite","Wed May 14 13:56:56 IST 2025","passed","Wed May 14 13:56:56 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserInterests"
"","200","updateUserPrivacySettings","All Test Suite","Wed May 14 13:58:12 IST 2025","passed","Wed May 14 13:58:13 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","updateUserPrivacySettings"
"","443","transactionLedger","All Test Suite","Wed May 14 13:58:20 IST 2025","passed","Wed May 14 13:58:20 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","transactionLedger"
"","17899","giftAble","All Test Suite","Wed May 14 13:57:54 IST 2025","passed","Wed May 14 13:58:12 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","giftAble"
"","320","clusterStatus","All Test Suite","Wed May 14 13:57:29 IST 2025","passed","Wed May 14 13:57:29 IST 2025","Tests.Cluster_Accounting","C:/Users/hp/IdeaProjects/untitled6","Tests.Cluster_Accounting","clusterStatus"
"","642","VerifyOtp","All Test Suite","Wed May 14 13:57:28 IST 2025","passed","Wed May 14 13:57:29 IST 2025","Tests.Authentication","C:/Users/hp/IdeaProjects/untitled6","Tests.Authentication","VerifyOtp"
"","391","Use","All Test Suite","Wed May 14 13:57:33 IST 2025","passed","Wed May 14 13:57:34 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","Use"
"","144","GetUserType","All Test Suite","Wed May 14 13:56:56 IST 2025","passed","Wed May 14 13:56:56 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserType"
"","523","GetAllUserData","All Test Suite","Wed May 14 13:56:56 IST 2025","passed","Wed May 14 13:56:57 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetAllUserData"
"","265","GetMapsAPI","All Test Suite","Wed May 14 13:58:13 IST 2025","passed","Wed May 14 13:58:13 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","GetMapsAPI"
"","577","Users","All Test Suite","Wed May 14 13:56:53 IST 2025","passed","Wed May 14 13:56:53 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","Users"
"","3646","POST","All Test Suite","Tue May 13 18:20:44 IST 2025","passed","Tue May 13 18:20:48 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","0","User","All Test Suite","Wed May 14 11:58:09 IST 2025","failed","Wed May 14 11:58:09 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","User"
"","126","GetUserLevel","All Test Suite","Wed May 14 13:56:56 IST 2025","passed","Wed May 14 13:56:56 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserLevel"
"","624","forestclusterdetails","All Test Suite","Wed May 14 13:58:14 IST 2025","passed","Wed May 14 13:58:15 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","forestclusterdetails"
"","254","GetUserDetails","All Test Suite","Wed May 14 13:56:55 IST 2025","passed","Wed May 14 13:56:56 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserDetails"
"","350","Users","All Test Suite","Wed May 14 13:57:33 IST 2025","passed","Wed May 14 13:57:33 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","Users"
"","605","Users","All Test Suite","Tue May 13 18:20:09 IST 2025","failed","Tue May 13 18:20:09 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","Users"
"","848","history","All Test Suite","Wed May 14 13:58:13 IST 2025","passed","Wed May 14 13:58:14 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","history"
"","123","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","975","GetAllUsers","All Test Suite","Wed May 14 13:56:59 IST 2025","passed","Wed May 14 13:57:00 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","GetAllUsers"
"","1527","getState","All Test Suite","Wed May 14 13:58:17 IST 2025","passed","Wed May 14 13:58:19 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","getState"
"","294","TotalClustersListOfGuardians","All Test Suite","Wed May 14 13:57:35 IST 2025","passed","Wed May 14 13:57:35 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","TotalClustersListOfGuardians"
"","543","Cards","All Test Suite","Wed May 14 13:57:54 IST 2025","passed","Wed May 14 13:57:54 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","Cards"
"","2812","transactionLedger","All Test Suite","Wed May 14 13:57:29 IST 2025","passed","Wed May 14 13:57:32 IST 2025","Tests.Cluster_Accounting","C:/Users/hp/IdeaProjects/untitled6","Tests.Cluster_Accounting","transactionLedger"
"","299","Used","All Test Suite","Wed May 14 13:57:34 IST 2025","passed","Wed May 14 13:57:34 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","Used"
"","8430","Squads","All Test Suite","Wed May 14 13:57:19 IST 2025","passed","Wed May 14 13:57:27 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","Squads"
"","819","forestDetails","All Test Suite","Wed May 14 13:58:15 IST 2025","passed","Wed May 14 13:58:16 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","forestDetails"
"","670","Delete_User","All Test Suite","Wed May 14 13:57:00 IST 2025","passed","Wed May 14 13:57:00 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","Delete_User"
"","124","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","passed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","1021","GetUserHistory","All Test Suite","Wed May 14 13:56:57 IST 2025","passed","Wed May 14 13:56:58 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserHistory"
"","110","TotalClustersGuard","All Test Suite","Wed May 14 13:57:38 IST 2025","passed","Wed May 14 13:57:38 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","TotalClustersGuard"
"","301","All_forest_details","All Test Suite","Wed May 14 13:57:34 IST 2025","passed","Wed May 14 13:57:35 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","All_forest_details"
"","167","getCountries","All Test Suite","Wed May 14 13:58:13 IST 2025","passed","Wed May 14 13:58:13 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","getCountries"
"","0","clusterTrend","All Test Suite","Mon May 26 16:48:04 IST 2025","skipped","Mon May 26 16:48:04 IST 2025","Tests.SacredGroves_Sutra_APIs","C:/Users/hp/IdeaProjects/untitled6","Tests.SacredGroves_Sutra_APIs","clusterTrend"
"","1676","OwnershipDetails","All Test Suite","Wed May 14 13:57:35 IST 2025","passed","Wed May 14 13:57:36 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","OwnershipDetails"
"","16291","activities","All Test Suite","Wed May 14 13:57:03 IST 2025","passed","Wed May 14 13:57:19 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","activities"
"","192","giftingStatus","All Test Suite","Wed May 14 13:57:29 IST 2025","passed","Wed May 14 13:57:29 IST 2025","Tests.Cluster_Accounting","C:/Users/hp/IdeaProjects/untitled6","Tests.Cluster_Accounting","giftingStatus"
"","332","cluster_ownership_details_by_forest","All Test Suite","Wed May 14 13:57:34 IST 2025","passed","Wed May 14 13:57:34 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","cluster_ownership_details_by_forest"
"","296","getGiftSend","All Test Suite","Wed May 14 13:58:12 IST 2025","passed","Wed May 14 13:58:12 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","getGiftSend"
