"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","200","updateUserPrivacySettings","All Test Suite","Wed May 14 13:58:12 IST 2025","passed","Wed May 14 13:58:13 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","updateUserPrivacySettings"
"","606","Users","All Test Suite","Wed May 14 13:56:54 IST 2025","passed","Wed May 14 13:56:55 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","Users"
"","379","usersDetails","All Test Suite","Wed May 14 13:56:50 IST 2025","passed","Wed May 14 13:56:51 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","usersDetails"
"","296","getGiftSend","All Test Suite","Wed May 14 13:58:12 IST 2025","passed","Wed May 14 13:58:12 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","getGiftSend"
"","605","Users","All Test Suite","Tue May 13 18:20:09 IST 2025","failed","Tue May 13 18:20:09 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","Users"
"","848","history","All Test Suite","Wed May 14 13:58:13 IST 2025","passed","Wed May 14 13:58:14 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","history"
"","108","POST","All Test Suite","Tue May 13 18:20:43 IST 2025","failed","Tue May 13 18:20:43 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","POST"
"","17899","giftAble","All Test Suite","Wed May 14 13:57:54 IST 2025","passed","Wed May 14 13:58:12 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","giftAble"
"","690","GetAllUsersWithAmount","All Test Suite","Wed May 14 13:57:00 IST 2025","passed","Wed May 14 13:57:01 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","GetAllUsersWithAmount"
"","254","GetUserDetails","All Test Suite","Wed May 14 13:56:55 IST 2025","passed","Wed May 14 13:56:56 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserDetails"
"","819","forestDetails","All Test Suite","Wed May 14 13:58:15 IST 2025","passed","Wed May 14 13:58:16 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","forestDetails"
"","332","cluster_ownership_details_by_forest","All Test Suite","Wed May 14 13:57:34 IST 2025","passed","Wed May 14 13:57:34 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","cluster_ownership_details_by_forest"
"","265","GetMapsAPI","All Test Suite","Wed May 14 13:58:13 IST 2025","passed","Wed May 14 13:58:13 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","GetMapsAPI"
"","9","User","All Test Suite","Mon May 26 16:48:03 IST 2025","broken","Mon May 26 16:48:03 IST 2025","Tests.SacredGroves_Sutra_APIs","C:/Users/hp/IdeaProjects/untitled6","Tests.SacredGroves_Sutra_APIs","User"
"","592","Users","All Test Suite","Wed May 14 13:56:55 IST 2025","passed","Wed May 14 13:56:55 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","Users"
"","1719","GetParticularUserDetails","All Test Suite","Wed May 14 13:57:01 IST 2025","passed","Wed May 14 13:57:03 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","GetParticularUserDetails"
"","144","GetUserType","All Test Suite","Wed May 14 13:56:56 IST 2025","passed","Wed May 14 13:56:56 IST 2025","Tests.Patch_Users","C:/Users/hp/IdeaProjects/untitled6","Tests.Patch_Users","GetUserType"
"","16291","activities","All Test Suite","Wed May 14 13:57:03 IST 2025","passed","Wed May 14 13:57:19 IST 2025","Tests.Sacred_Admin","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Admin","activities"
"","299","Used","All Test Suite","Wed May 14 13:57:34 IST 2025","passed","Wed May 14 13:57:34 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","Used"
"","391","Use","All Test Suite","Wed May 14 13:57:33 IST 2025","passed","Wed May 14 13:57:34 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","Use"
"","283","powerBi","All Test Suite","Tue May 27 11:05:32 IST 2025","passed","Tue May 27 11:05:32 IST 2025","Tests.SacredGroves_Sutra_APIs","C:/Users/hp/IdeaProjects/untitled6","Tests.SacredGroves_Sutra_APIs","powerBi"
"","543","Cards","All Test Suite","Wed May 14 13:57:54 IST 2025","passed","Wed May 14 13:57:54 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","Cards"
"","320","clusterStatus","All Test Suite","Wed May 14 13:57:29 IST 2025","passed","Wed May 14 13:57:29 IST 2025","Tests.Cluster_Accounting","C:/Users/hp/IdeaProjects/untitled6","Tests.Cluster_Accounting","clusterStatus"
"","162","SendOtp","All Test Suite","Wed May 14 13:57:28 IST 2025","passed","Wed May 14 13:57:28 IST 2025","Tests.Authentication","C:/Users/hp/IdeaProjects/untitled6","Tests.Authentication","SendOtp"
"","110","TotalClustersGuard","All Test Suite","Wed May 14 13:57:38 IST 2025","passed","Wed May 14 13:57:38 IST 2025","Tests.Sacred_Analytics","C:/Users/hp/IdeaProjects/untitled6","Tests.Sacred_Analytics","TotalClustersGuard"
"","212","mapCluster","All Test Suite","Tue May 27 11:05:32 IST 2025","broken","Tue May 27 11:05:32 IST 2025","Tests.SacredGroves_Sutra_APIs","C:/Users/hp/IdeaProjects/untitled6","Tests.SacredGroves_Sutra_APIs","mapCluster"
"","656","getCity","All Test Suite","Wed May 14 13:58:19 IST 2025","passed","Wed May 14 13:58:20 IST 2025","Tests.sacredSecond","C:/Users/hp/IdeaProjects/untitled6","Tests.sacredSecond","getCity"
